S,T,M,F,W,TM,CO,C,
"0,000000022",70000000,"1139,387269",1771000000,"0,000000071",202,5,"0,001018795369",
"0,000000038",83000000,"1286,695868",799000000,"0,000000042",128,63,"0,003510650932",
"0,000000031",85000000,"1467,158103",1926000000,"0,000000085",287,60,"0,1537371107",
"0,000000039",55000000,"1233,232975",1543000000,"0,000000078",63,4,"0,002313706809",
"0,000000022",62000000,"1286,16253",1971000000,"0,000000073",150,25,"9,632345719",
"0,000000036",67000000,"1223,532318",712000000,"0,000000005",205,7,"0,02144278042",
"0,000000032",94000000,"1435,373573",1890000000,"0,000000061",263,36,"0,01137642815",
"0,000000025",80000000,"1118,410956",1954000000,"0,000000082",125,55,"0,0004369069869",
"0,000000035",83000000,"1260,491882",1507000000,"0,000000002",82,62,"25,36744722",
"0,000000026",100000000,"1300,2065",1915000000,"0,000000002",45,92,"30,54706192",
"0,000000023",50000000,"1387,241041",1060000000,"0,00000008",298,62,"0,5487842299",
"0,000000029",62000000,"1312,494257",596000000,"0,000000077",99,32,"0,8429600289",
"0,00000003",67000000,"1367,627738",1842000000,"0,000000035",202,26,"0,00912570905",
"0,000000037",100000000,"1122,889808",597000000,"0,000000051",45,27,"3,119717111",
"0,000000039",88000000,"1395,315711",1352000000,"0,000000078",92,23,"0,01776707827",
"0,000000023",73000000,"1495,999296",1221000000,"0,000000096",178,14,"0,2318530718",
"0,000000035",90000000,"1361,871711",1776000000,"0,000000006",218,49,"0,009535259377",
"0,000000035",68000000,"1462,117336",1011000000,"0,00000004",300,48,"0,0007547884538",
"0,000000034",89000000,"1126,916116",1103000000,"0,000000046",186,12,"0,1289564555",
"0,000000039",63000000,"1263,788684",895000000,"0,000000017",275,39,"142,5327338",
"0,000000029",69000000,"1092,482749",538000000,"0,000000022",37,81,"2,575772982",
"0,000000023",94000000,"1191,710224",1142000000,"0,000000038",71,94,"0,0001844063477",
"0,000000039",97000000,"1415,806057",1433000000,"0,000000001",233,84,"34,7015669",
"0,00000002",74000000,"1251,327853",1053000000,"0,000000061",36,62,"2,858169729",
"0,000000035",56000000,"1321,266201",803000000,"0,000000096",197,66,"1,47574306",
"0,00000002",81000000,"1257,369128",1392000000,"0,000000027",14,35,"53,99381555",
"0,000000025",99000000,"1407,603814",1804000000,"0,000000026",66,98,"16,65229121",
"0,000000036",64000000,"1243,74548",1403000000,"0,000000098",282,95,"0,04014309474",
"0,000000032",93000000,"1212,34732",635000000,"0,000000073",155,70,"0,0002170146235",
"0,000000027",90000000,"1016,873136",817000000,"0,000000008",183,2,"8,190263802",
"0,000000031",95000000,"1033,572213",747000000,"0,000000062",108,83,"0,3930985167",
"0,00000002",79000000,"1420,422912",895000000,"0,000000028",133,41,"54,86647542",
"0,000000023",54000000,"1006,839851",1022000000,"0,000000035",285,70,"531,2687308",
"0,000000037",55000000,"1325,55647",1092000000,"0,000000041",260,45,"102,2716911",
"0,000000026",55000000,"1149,963456",606000000,"0,000000054",218,22,"0,5252735079",
"0,000000033",72000000,"1302,388726",1857000000,"0,000000025",269,20,"0,0001348698606",
"0,000000037",80000000,"1172,952239",750000000,"0,000000012",22,42,"0,176805269",
"0,000000036",94000000,"1163,099012",1799000000,"0,000000024",218,76,"0,01202304435",
"0,000000023",59000000,"1278,236244",800000000,"0,000000018",261,66,"0,0002085707459",
"0,000000021",56000000,"1024,969991",1715000000,"0,00000003",26,91,"4,511915462",
"0,00000002",91000000,"1365,531082",889000000,"0,000000047",271,99,"0,03019071674",
"0,000000025",54000000,"1410,654303",868000000,"0,000000093",20,48,"10,82695014",
"0,000000036",90000000,"1495,233112",1860000000,"0,00000002",60,54,"4,314114329",
"0,000000029",61000000,"1253,953065",721000000,"0,000000053",48,1,"0,0002964500022",
"0,000000026",62000000,"1338,123604",560000000,"0,000000001",298,10,"505,2841809",
"0,000000031",66000000,"1090,952784",1530000000,"0,000000034",208,18,"0,3037554377",
"0,00000003",77000000,"1151,799739",1966000000,"0,000000019",110,57,"0,001905716175",
"0,000000023",95000000,"1399,931982",551000000,"0,000000088",77,63,"0,003916142935",
"0,000000032",82000000,"1025,34765",555000000,"0,000000037",142,77,"0,3671007993",
"0,000000025",52000000,"1478,255523",1911000000,"0,000000096",97,11,"0,1075296856",
"0,000000028",93000000,"1243,348043",1838000000,"0,000000089",209,11,"0,01561173555",
"0,000000026",79000000,"1262,573773",673000000,"0,000000003",213,75,"10,22844735",
"0,000000038",88000000,"1353,690152",610000000,"0,000000031",-4,41,"21,85612788",
"0,00000002",78000000,"1469,897496",1591000000,"0,000000016",61,46,"646,727934",
"0,000000035",79000000,"1416,508972",1624000000,"0,000000065",209,59,"192,0858557",
"0,000000039",61000000,"1354,205583",1468000000,"0,000000041",287,58,"0,001603830035",
"0,00000002",71000000,"1444,811671",1356000000,"0,000000051",-1,99,"0,03863720669",
"0,000000024",93000000,"1486,647644",1280000000,"0,000000063",271,90,"0,0007590052911",
"0,000000038",64000000,"1272,290843",893000000,"0,000000034",208,87,"0,001766861155",
"0,000000025",90000000,"1410,42915",1206000000,"0,000000085",148,23,"0,1665462842",
"0,000000024",76000000,"1247,016816",1085000000,"0,000000028",299,69,"5,623436955",
"0,000000036",54000000,"1435,225996",1530000000,"0,00000002",197,36,"0,06247942372",
"0,000000027",87000000,"1318,053276",1013000000,"0,000000055",68,83,"0,002717599915",
"0,000000039",57000000,"1494,394253",1649000000,"0,000000087",280,59,"11,94146053",
"0,000000039",85000000,"1267,757478",505000000,"0,000000071",76,17,"0,0001005511026",
"0,000000035",90000000,"1423,056731",888000000,"0,000000073",-7,43,"8,416901958",
"0,000000027",86000000,"1128,126429",1465000000,"0,000000052",148,38,"299,5752518",
"0,000000029",56000000,"1140,913418",1763000000,"0,000000015",84,29,"131,098689",
"0,00000002",76000000,"1482,867604",1115000000,"0,000000054",97,38,"0,0002247337963",
"0,000000021",52000000,"1462,699102",1185000000,"0,000000028",47,75,"0,01447523894",
"0,000000023",91000000,"1496,049892",666000000,"0,000000085",116,34,"5,30100354",
"0,000000023",91000000,"1166,775652",1794000000,"0,000000094",200,21,"0,008489438655",
"0,000000027",82000000,"1166,685399",735000000,"0,000000028",290,64,"0,004846793439",
"0,000000026",91000000,"1341,386646",1278000000,"0,000000011",177,66,"2,709127435",
"0,000000023",100000000,"1100,174897",516000000,"0,000000091",151,84,"20,68647878",
"0,000000038",50000000,"1094,418381",1761000000,"0,000000004",171,7,"47,8839409",
"0,000000034",64000000,"1321,301017",516000000,"0,000000019",116,53,"12,50056154",
"0,000000027",57000000,"1159,718066",934000000,"0,000000078",154,82,"82,91908966",
"0,000000033",69000000,"1458,768222",710000000,"0,000000046",267,17,"0,9218658437",
"0,000000023",94000000,"1097,541858",1801000000,"0,000000002",167,37,"17,35018197",
"0,000000027",76000000,"1082,87449",977000000,"0,000000071",42,100,"2,760703653",
"0,000000033",88000000,"1262,781848",1275000000,"0,000000083",41,35,"0,0001084453368",
"0,000000026",97000000,"1220,775549",1863000000,"0,000000094",196,1,"0,001903578378",
"0,00000002",53000000,"1479,301678",657000000,"0,000000058",140,4,"0,01215276959",
"0,000000026",55000000,"1448,301002",1792000000,"0,000000042",227,9,"4,548199457",
"0,000000024",78000000,"1396,859625",1629000000,"0,000000059",273,60,"17,14055782",
"0,000000034",93000000,"1124,046764",1680000000,"0,000000043",70,68,"41,19559957",
"0,00000002",83000000,"1436,390364",1621000000,"0,000000058",62,87,"0,0008836714297",
"0,000000021",74000000,"1396,457488",592000000,"0,000000035",10,49,"0,08989105693",
"0,000000032",69000000,"1425,341746",1003000000,"0,000000073",128,28,"0,01774079314",
"0,000000035",86000000,"1254,094978",724000000,"0,000000041",0,1,"0,01334787907",
"0,000000024",70000000,"1245,620076",1655000000,"0,00000003",137,20,"1,700444622",
"0,000000034",71000000,"1474,846605",1563000000,"0,000000021",113,8,"0,0002835062902",
"0,00000004",54000000,"1328,601754",1897000000,"0,00000004",295,90,"0,0006454779395",
"0,000000036",94000000,"1053,355771",1869000000,"0,000000016",232,93,"0,00664993654",
"0,00000003",50000000,"1033,544107",546000000,"0,000000025",242,53,"42,40577876",
"0,000000039",58000000,"1184,661065",517000000,"0,000000087",291,79,"2,639737864",
"0,00000004",60000000,"1494,314802",1608000000,"0,000000068",280,38,"8,144671831",
"0,000000032",59000000,"1363,432593",1216000000,"0,00000005",43,30,"0,01080933089",
"0,000000023",80000000,"1454,205687",1976000000,"0,00000009",247,21,"0,007233061509",
"0,000000026",60000000,"1025,123581",1478000000,"0,000000007",182,93,"0,004316214008",
"0,000000036",72000000,"1477,068164",1343000000,"0,000000095",293,75,"32,99473811",
"0,00000002",81000000,"1130,958817",1099000000,"0,000000061",79,80,"0,0005379879347",
"0,000000031",65000000,"1405,278447",549000000,"0,000000068",141,45,"0,2051374944",
"0,000000025",97000000,"1351,414413",1548000000,"0,00000005",210,34,"0,7406709342",
"0,000000022",86000000,"1469,100531",1410000000,"0,00000009",149,14,"0,1314892044",
"0,000000027",53000000,"1271,476499",1853000000,"0,000000062",189,28,"55,22492387",
"0,000000024",98000000,"1358,663388",1027000000,"0,000000029",71,25,"0,0001933763707",
"0,000000034",62000000,"1259,580824",1535000000,"0,00000008",300,62,"0,8307027666",
"0,000000029",71000000,"1177,619781",558000000,"0,000000065",113,91,"0,05471610639",
"0,000000022",96000000,"1065,126343",1703000000,"0,000000053",209,32,"0,0007193814623",
"0,000000036",62000000,"1468,033515",1700000000,"0,000000019",176,73,"672,1802741",
"0,00000003",91000000,"1036,529456",1898000000,"0,000000028",217,16,"0,0007761063906",
"0,000000027",79000000,"1148,387446",590000000,"0,000000003",186,84,"0,001044720397",
"0,00000004",53000000,"1352,962986",1535000000,"0,000000024",240,32,"2,062033175",
"0,000000021",69000000,"1342,867457",1156000000,"0,000000089",60,77,"0,0003348047002",
"0,000000024",63000000,"1303,535043",615000000,"0,000000086",226,34,"0,007231091741",
"0,000000033",88000000,"1310,121201",1228000000,"0,000000029",280,8,"0,0409629843",
"0,000000021",64000000,"1213,354306",841000000,"0,000000033",102,12,"0,0129305941",
"0,000000036",99000000,"1246,189747",516000000,"0,00000005",18,69,"0,002146766896",
"0,000000023",53000000,"1337,655612",1005000000,"0,000000082",135,97,"0,0002011792365",
"0,00000004",72000000,"1139,755098",1391000000,"0,000000081",260,58,"33,68582132",
"0,000000035",99000000,"1224,192691",839000000,"0,000000044",289,24,"0,09550808675",
"0,000000031",57000000,"1481,535669",1547000000,"0,0000001",220,62,"21,25443052",
"0,000000039",64000000,"1177,026506",913000000,"0,000000078",106,86,"89,92180561",
"0,000000035",72000000,"1364,710409",998000000,"0,0000001",117,93,"1,568359513",
"0,000000023",72000000,"1358,541174",1702000000,"0,000000021",89,21,"0,00056984811",
"0,000000026",92000000,"1383,584947",1032000000,"0,000000031",62,32,"27,2392378",
"0,000000027",58000000,"1003,212471",1966000000,"0,000000044",269,84,"0,9805054779",
"0,00000004",95000000,"1025,068437",1655000000,"0,000000059",248,4,"0,6734999034",
"0,000000037",81000000,"1018,856545",837000000,"0,000000082",78,33,"0,0001689605894",
"0,000000037",76000000,"1116,4588",1223000000,"0,000000071",237,20,"0,0002666774676",
"0,000000028",50000000,"1446,62929",1300000000,"0,000000066",92,81,"0,05043469294",
"0,000000025",96000000,"1015,899725",638000000,"0,000000065",278,1,"0,01581974938",
"0,000000035",85000000,"1188,076152",954000000,"0,000000044",80,30,"0,002297899381",
"0,000000022",53000000,"1413,850936",684000000,"0,000000033",232,53,"1,155703399",
"0,000000026",81000000,"1379,503243",818000000,"0,000000046",90,71,"0,07747029353",
"0,000000026",77000000,"1417,992449",962000000,"0,000000007",197,44,"0,001723487899",
"0,000000035",60000000,"1164,624734",509000000,"0,0000001",34,75,"0,001214310087",
"0,000000036",88000000,"1465,963924",1961000000,"0,000000045",187,47,"0,009837836347",
"0,000000034",78000000,"1444,918864",1066000000,"0,000000069",72,47,"0,0003003555256",
"0,000000035",81000000,"1003,836195",916000000,"0,000000031",185,11,"0,6408375342",
"0,000000027",81000000,"1352,792052",1742000000,"0,00000001",273,44,"0,3814142624",
"0,000000027",97000000,"1369,647856",544000000,"0,000000014",3,51,"91,39091551",
"0,00000003",50000000,"1020,212363",814000000,"0,000000015",223,70,"0,0007810538475",
"0,000000035",61000000,"1274,955298",1444000000,"0,000000083",198,21,"0,00581853477",
"0,000000022",60000000,"1099,95166",1733000000,"0,000000092",249,62,"0,01841274098",
"0,000000036",62000000,"1410,189331",811000000,"0,000000036",158,3,"1,272714804",
"0,000000028",76000000,"1028,300344",1334000000,"0,000000031",-10,95,"6,848049349",
"0,000000028",81000000,"1246,549559",1464000000,"0,000000042",176,75,"0,005847488726",
"0,000000036",70000000,"1107,735701",1365000000,"0,000000061",119,81,"0,0001944886136",
"0,000000034",94000000,"1435,874331",1278000000,"0,000000092",160,17,"3,151775972",
"0,000000035",99000000,"1491,490142",1649000000,"0,000000067",136,94,"148,2139699",
"0,000000028",93000000,"1445,888121",742000000,"0,000000075",228,33,"3,07448781",
"0,000000027",95000000,"1495,550096",1154000000,"0,000000054",230,24,"0,0004252579242",
"0,00000003",83000000,"1219,749437",1296000000,"0,000000093",252,75,"5,413565348",
"0,00000004",77000000,"1468,900451",827000000,"0,000000041",26,74,"438,7633196",
"0,000000036",70000000,"1232,015841",808000000,"0,000000092",276,83,"54,34631615",
"0,000000035",54000000,"1161,70913",659000000,"0,000000078",291,78,"2,469351736",
"0,000000024",73000000,"1476,931637",565000000,"0,0000001",58,49,"0,0001472974993",
"0,000000023",50000000,"1030,827786",1020000000,"0,000000081",198,13,"1,350278839",
"0,000000023",64000000,"1076,069498",1988000000,"0,000000032",257,31,"345,0807659",
"0,000000031",75000000,"1169,987714",1179000000,"0,000000075",181,37,"0,001314085204",
"0,000000026",57000000,"1120,367661",725000000,"0,000000074",90,40,"0,3496540634",
"0,000000034",64000000,"1201,226318",1035000000,"0,000000061",31,2,"13,41854302",
"0,000000036",95000000,"1363,864785",1589000000,"0,000000035",263,58,"3,754947467",
"0,000000032",92000000,"1487,534642",1480000000,"0,000000038",64,60,"2,447777604",
"0,000000029",75000000,"1393,11981",640000000,"0,00000007",78,38,"863,2086019",
"0,000000022",81000000,"1342,925809",1269000000,"0,000000054",45,46,"10,70968497",
"0,00000003",79000000,"1095,402862",1491000000,"0,000000029",80,24,"21,29162749",
"0,000000021",56000000,"1013,858953",645000000,"0,00000006",290,24,"0,01340846937",
"0,000000024",72000000,"1211,055479",1452000000,"0,00000001",62,51,"332,7546244",
"0,000000027",72000000,"1269,294236",1722000000,"0,000000068",121,18,"55,62281953",
"0,000000025",74000000,"1059,559177",1387000000,"0,000000074",240,37,"0,0001212588261",
"0,00000003",62000000,"1469,996877",1057000000,"0,000000032",288,40,"0,02866935916",
"0,000000028",82000000,"1386,244148",1939000000,"0,000000087",94,9,"0,002218595658",
"0,000000039",89000000,"1440,758906",697000000,"0,000000068",212,31,"0,009731863701",
"0,000000026",55000000,"1156,454781",783000000,"0,000000035",281,50,"0,002178693963",
"0,000000026",53000000,"1361,985563",1147000000,"0,000000003",159,100,"0,0009210955837",
"0,000000024",55000000,"1378,415677",1260000000,"0,000000099",172,27,"1,654128776",
"0,000000029",95000000,"1444,931568",1055000000,"0,000000044",117,57,"2,846954851",
"0,000000038",78000000,"1024,874273",952000000,"0,000000084",25,98,"0,02311714823",
"0,000000022",55000000,"1393,415013",1375000000,"0,000000092",150,36,"0,4583427237",
"0,000000038",51000000,"1339,509875",1237000000,"0,000000031",72,62,"106,6825663",
"0,000000027",54000000,"1065,040608",564000000,"0,000000097",54,90,"76,8529212",
"0,000000032",77000000,"1007,582483",1443000000,"0,000000075",198,96,"3,58573755",
"0,000000022",71000000,"1378,098733",840000000,"0,000000095",2,62,"0,0007289865265",
"0,000000025",56000000,"1474,648123",945000000,"0,000000062",133,16,"1,32799195",
"0,000000021",73000000,"1112,954789",1564000000,"0,000000092",218,27,"629,877623",
"0,000000021",84000000,"1253,505302",1981000000,"0,000000083",126,49,"6,207362615",
"0,00000002",80000000,"1395,798209",1082000000,"0,000000004",262,11,"0,003598295024",
"0,000000034",90000000,"1141,783366",1046000000,"0,000000073",294,40,"1,03456656",
"0,000000034",95000000,"1340,290613",628000000,"0,000000067",0,95,"0,251191465",
"0,000000038",90000000,"1412,478503",1580000000,"0,000000099",58,71,"0,0002545626286",
"0,00000002",86000000,"1141,456127",1944000000,"0,000000004",292,45,"0,05115406996",
"0,000000034",99000000,"1151,835904",1548000000,"0,000000047",118,79,"0,2881940435",
"0,000000024",87000000,"1143,926962",947000000,"0,000000044",103,53,"80,08744321",
"0,000000034",82000000,"1425,631389",1488000000,"0,00000009",-1,82,"0,0002079419986",
"0,000000039",100000000,"1141,537404",849000000,"0,000000086",103,89,"0,0001871812619",
"0,000000024",63000000,"1411,29788",1379000000,"0,000000001",21,34,"10,41100637",
"0,00000002",59000000,"1450,708062",1467000000,"0,000000032",87,81,"0,001504122772",
"0,000000026",68000000,"1352,460776",1204000000,"0,000000099",193,85,"0,0006033344822",
"0,000000026",65000000,"1249,846801",1515000000,"0,000000088",92,5,"0,002671060595",
"0,000000026",76000000,"1370,090255",1542000000,"0,000000064",94,100,"0,0002632518663",
"0,000000023",54000000,"1100,197602",1186000000,"0,000000095",265,9,"179,0199468",
"0,000000036",99000000,"1004,26378",687000000,"0,000000096",207,47,"3,424341684",
"0,000000039",74000000,"1089,586663",928000000,"0,000000064",9,94,"0,07472332573",
"0,000000028",98000000,"1198,882071",910000000,"0,000000006",21,94,"36,72978116",
"0,000000031",69000000,"1244,053896",699000000,"0,00000001",164,87,"76,11423058",
"0,000000028",74000000,"1372,836178",1565000000,"0,000000045",-8,69,"295,2262051",
"0,000000027",76000000,"1378,437198",1455000000,"0,00000002",227,93,"0,005031138562",
"0,00000004",88000000,"1222,132107",1678000000,"0,000000091",84,25,"0,4179225009",
"0,000000036",69000000,"1245,92823",746000000,"0,000000086",117,46,"768,7714582",
"0,000000037",68000000,"1453,206732",1665000000,"0,000000051",11,31,"0,5822043015",
"0,000000037",72000000,"1359,087132",1570000000,"0,000000084",271,9,"0,03580624869",
"0,000000037",69000000,"1375,789271",1898000000,"0,000000034",163,8,"453,3435474",
"0,000000039",94000000,"1296,745265",591000000,"0,000000034",84,95,"0,004164499537",
"0,000000031",68000000,"1059,665644",1944000000,"0,000000022",240,40,"0,1331532704",
"0,000000028",93000000,"1358,911304",594000000,"0,000000021",188,22,"300,5306285",
"0,000000035",87000000,"1341,888645",1549000000,"0,000000077",54,78,"0,002009421562",
"0,000000025",77000000,"1456,806553",1053000000,"0,000000003",267,17,"231,4540008",
"0,000000037",74000000,"1125,458996",1504000000,"0,000000069",261,6,"0,000126388357",
"0,00000004",79000000,"1319,386733",814000000,"0,000000025",220,64,"0,0009580014927",
"0,000000022",91000000,"1036,20577",1630000000,"0,000000088",136,79,"0,02143786125",
"0,000000029",62000000,"1098,365327",1417000000,"0,000000082",162,10,"0,0097335215",
"0,000000037",59000000,"1258,259124",748000000,"0,000000096",139,15,"0,03637146095",
"0,000000035",93000000,"1468,35821",1043000000,"0,000000066",63,68,"0,2578131537",
"0,000000029",79000000,"1289,682865",830000000,"0,000000034",83,23,"0,0003623272601",
"0,000000033",92000000,"1250,152535",1801000000,"0,000000089",221,18,"0,04429601613",
"0,000000034",99000000,"1495,884134",1406000000,"0,000000056",161,14,"13,47893769",
"0,000000026",66000000,"1156,408746",1064000000,"0,000000022",258,98,"0,069810447",
"0,000000031",56000000,"1369,516123",1529000000,"0,00000006",245,83,"0,002034158102",
"0,000000038",70000000,"1138,791385",1813000000,"0,000000083",39,17,"0,5473035707",
"0,000000035",79000000,"1269,728253",638000000,"0,000000039",285,7,"0,1041116112",
"0,000000029",65000000,"1242,360013",1415000000,"0,000000062",246,24,"1,633828688",
"0,000000036",71000000,"1431,59419",1991000000,"0,000000001",270,52,"0,4087854409",
"0,00000004",61000000,"1281,119446",502000000,"0,000000069",3,19,"5,341754524",
"0,000000032",72000000,"1036,977701",711000000,"0,00000005",124,89,"0,622867075",
"0,000000033",95000000,"1292,322371",1686000000,"0,000000093",254,43,"0,000257611446",
"0,000000036",70000000,"1082,4037",907000000,"0,000000082",250,27,"39,59823202",
"0,000000039",59000000,"1306,144615",736000000,"0,000000047",130,74,"633,8584784",
"0,00000004",50000000,"1386,925205",1266000000,"0,000000083",251,57,"0,04886466252",
"0,000000035",94000000,"1251,733336",863000000,"0,00000005",146,19,"3,692621061",
"0,000000024",67000000,"1455,568448",1192000000,"0,000000011",260,29,"829,8978845",
"0,000000038",78000000,"1275,693021",1613000000,"0,000000026",223,56,"4,784290629",
"0,000000038",54000000,"1161,559627",1615000000,"0,000000018",48,30,"0,0424993512",
"0,000000022",84000000,"1160,468474",1821000000,"0,000000045",208,39,"46,25037012",
"0,000000034",56000000,"1075,864602",1267000000,"0,00000007",189,10,"5,421051994",
"0,000000028",100000000,"1128,76437",533000000,"0,000000042",218,54,"0,001519852958",
"0,000000038",59000000,"1256,095405",1127000000,"0,0000001",27,4,"431,2960264",
"0,000000028",74000000,"1407,377492",774000000,"0,000000072",295,75,"0,0001133073425",
"0,000000036",54000000,"1291,855214",935000000,"0,000000006",198,23,"43,67774621",
"0,000000023",61000000,"1496,191752",1869000000,"0,000000006",207,91,"0,0002818067948",
"0,000000026",98000000,"1281,219565",1235000000,"0,000000037",118,85,"20,04027737",
"0,000000026",80000000,"1462,493515",1892000000,"0,000000001",175,67,"0,0002064136261",
"0,00000003",100000000,"1207,21292",900000000,"0,000000077",58,61,"1,094428238",
"0,000000024",77000000,"1019,410379",1959000000,"0,00000001",151,36,"8,774975966",
"0,000000025",59000000,"1175,572749",1858000000,"0,000000011",40,87,"0,7963190643",
"0,000000035",97000000,"1482,682533",1833000000,"0,000000087",198,37,"184,7587057",
"0,000000029",90000000,"1330,350639",1887000000,"0,000000066",6,89,"0,005378271822",
"0,000000032",75000000,"1459,971646",1432000000,"0,000000023",86,79,"0,0003522380955",
"0,000000027",54000000,"1154,343696",569000000,"0,000000075",132,5,"16,32782294",
"0,000000035",60000000,"1159,644914",1731000000,"0,000000057",225,70,"5,563386872",
"0,000000034",84000000,"1092,15572",1910000000,"0,000000077",273,27,"0,01150607676",
"0,000000031",96000000,"1304,895751",1904000000,"0,00000002",150,6,"0,002046081303",
"0,000000032",64000000,"1067,844959",1207000000,"0,000000079",129,18,"27,87325512",
"0,000000034",75000000,"1167,950174",517000000,"0,000000048",238,32,"11,1878982",
"0,000000036",58000000,"1452,423979",724000000,"0,000000063",210,8,"0,005019038726",
"0,000000038",99000000,"1257,038384",735000000,"0,000000088",71,91,"303,9836057",
"0,000000036",54000000,"1322,550916",1757000000,"0,000000034",269,83,"0,03808915938",
"0,000000031",57000000,"1075,180856",1083000000,"0,000000089",74,86,"522,9276061",
"0,000000027",100000000,"1027,015592",1165000000,"0,000000064",259,7,"0,01242823793",
"0,000000036",73000000,"1449,354021",1950000000,"0,000000079",250,24,"0,04094279909",
"0,00000002",73000000,"1486,317558",1782000000,"0,000000042",137,88,"1,592780597",
"0,000000021",85000000,"1096,280818",1524000000,"0,000000069",120,21,"350,3762584",
"0,000000021",84000000,"1019,80582",1676000000,"0,000000047",126,81,"64,89426295",
"0,000000034",77000000,"1437,27004",1856000000,"0,000000088",167,72,"39,21379668",
"0,000000023",95000000,"1059,366518",1428000000,"0,000000022",84,69,"181,3970701",
"0,000000024",69000000,"1109,847797",1135000000,"0,000000039",255,22,"0,2379914384",
"0,000000025",80000000,"1236,179139",1576000000,"0,000000013",33,71,"2,729277559",
"0,000000021",54000000,"1004,343479",1720000000,"0,000000052",280,58,"0,003672983589",
"0,00000003",53000000,"1143,104414",1542000000,"0,000000078",161,90,"0,0002421377078",
"0,000000027",61000000,"1405,379736",1413000000,"0,000000036",146,53,"30,66543624",
"0,000000027",55000000,"1088,116274",1836000000,"0,000000019",200,33,"174,2970355",
"0,00000004",91000000,"1062,953654",573000000,"0,000000096",253,60,"0,004027476771",
"0,000000023",79000000,"1379,96163",1808000000,"0,000000068",17,53,"0,1695122295",
"0,000000021",74000000,"1197,378646",1595000000,"0,000000074",250,46,"72,92321923",
"0,000000024",94000000,"1274,849352",930000000,"0,000000064",109,14,"5,934522289",
"0,000000024",57000000,"1443,991604",920000000,"0,000000074",23,5,"143,3207868",
"0,000000023",67000000,"1069,173028",1398000000,"0,000000032",165,68,"71,01404781",
"0,000000032",52000000,"1024,735628",1213000000,"0,000000047",140,42,"0,815108999",
"0,000000029",53000000,"1237,611115",686000000,"0,000000069",113,84,"304,1284869",
"0,000000026",60000000,"1147,338498",688000000,"0,000000082",188,66,"0,0001181765973",
"0,00000002",88000000,"1285,786399",1607000000,"0,00000001",209,39,"315,698698",
"0,000000029",81000000,"1251,964897",1718000000,"0,000000084",290,60,"4,112544165",
"0,000000038",80000000,"1042,18009",1432000000,"0,000000004",94,16,"7,29366956",
"0,00000003",98000000,"1168,383048",1280000000,"0,000000046",231,35,"127,7366337",
"0,000000032",63000000,"1143,172647",1121000000,"0,000000019",263,28,"140,0324087",
"0,000000035",97000000,"1002,624505",1062000000,"0,000000083",291,23,"0,001703023961",
"0,00000002",67000000,"1038,724124",658000000,"0,00000006",230,78,"106,6235702",
"0,00000003",92000000,"1324,909391",1505000000,"0,000000046",35,4,"0,0003609493718",
"0,000000029",87000000,"1042,925102",1113000000,"0,000000094",132,56,"719,5994398",
"0,000000027",68000000,"1484,655668",541000000,"0,000000061",219,7,"0,000136599479",
"0,000000028",100000000,"1484,870788",952000000,"0,000000065",148,24,"0,002502912163",
"0,000000026",74000000,"1083,394076",1536000000,"0,000000038",220,42,"0,0004631502457",
"0,000000032",84000000,"1350,273442",1687000000,"0,000000096",297,64,"0,0003373247894",
"0,000000028",86000000,"1312,392303",836000000,"0,000000053",139,53,"0,002250905195",
"0,00000004",87000000,"1294,98365",1908000000,"0,000000099",20,100,"0,00121573106",
"0,000000027",96000000,"1224,08312",1301000000,"0,000000014",217,29,"0,0001471649344",
"0,000000026",74000000,"1418,001338",771000000,"0,000000082",173,80,"51,04648183",
"0,000000025",55000000,"1090,637007",998000000,"0,000000095",96,94,"0,06541979194",
"0,00000004",84000000,"1196,299439",863000000,"0,000000075",245,78,"5,268963685",
"0,000000021",51000000,"1290,176655",1427000000,"0,000000063",30,75,"0,01742582018",
"0,000000031",99000000,"1257,344706",1014000000,"0,000000078",156,2,"1,259775264",
"0,000000021",88000000,"1202,469009",1102000000,"0,000000054",120,63,"1,840269576",
"0,000000031",55000000,"1330,881625",898000000,"0,000000026",251,96,"7,599295374",
"0,000000035",78000000,"1138,031058",1450000000,"0,000000051",294,3,"0,0006774801642",
"0,000000039",57000000,"1420,461348",1415000000,"0,000000058",161,61,"896,9295032",
"0,000000023",92000000,"1434,34431",1894000000,"0,000000046",143,54,"12,35176527",
"0,000000026",93000000,"1241,272095",1212000000,"0,000000011",9,33,"0,0006008061818",
"0,000000035",81000000,"1042,495416",1082000000,"0,000000084",242,94,"0,01246189332",
"0,000000039",55000000,"1315,80036",1942000000,"0,000000019",251,44,"0,07400155139",
"0,000000028",83000000,"1279,567739",618000000,"0,000000037",188,96,"0,0001972772221",
"0,000000034",50000000,"1217,272997",1206000000,"0,000000006",249,92,"0,006475806228",
"0,000000025",55000000,"1214,331106",751000000,"0,000000087",71,12,"0,0002630092161",
"0,000000034",84000000,"1225,06367",1183000000,"0,000000071",165,83,"0,004208394508",
"0,000000032",89000000,"1484,361175",1180000000,"0,000000005",194,86,"0,001047966936",
"0,000000037",52000000,"1161,466895",874000000,"0,000000047",123,57,"0,02971096849",
"0,000000026",81000000,"1255,12043",532000000,"0,00000006",118,67,"13,14887645",
"0,000000025",90000000,"1228,439763",689000000,"0,000000002",14,76,"0,002108682824",
